source_id	source_path	offset	text	current_target	verdict	proposed_target	rationale
8-1184-o-5	title8.sections[1184].body[14/4]	254	(i)	UNLINKED (no target)	missing-link	usc:8:1101/a/15/T/i [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1101/a/15/T/i. It is not a run-in marker or ordinary prose.
8-1184-o-6	title8.sections[1184].body[14/5]	44	(a)(15)(T)(i)(III)(aa)	UNLINKED (no target)	missing-link	usc:8:1101/a/15/T/i/III/aa [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1101/a/15/T/i/III/aa. It is not a run-in marker or ordinary prose.
8-1184-p	title8.sections[1184].body[15]	39	(a)(15)(U)	UNLINKED (no target)	missing-link	usc:8:1101/a/15/U [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1101/a/15/U. It is not a run-in marker or ordinary prose.
8-1184-p-1	title8.sections[1184].body[15/0]	39	(a)(15)(U)	UNLINKED (no target)	missing-link	usc:8:1101/a/15/U [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1101/a/15/U. It is not a run-in marker or ordinary prose.
8-1184-p-7-B	title8.sections[1184].body[15/6/1]	254	(i)	UNLINKED (no target)	missing-link	usc:8:1101/a/15/U/i [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1101/a/15/U/i. It is not a run-in marker or ordinary prose.
8-1184-q	title8.sections[1184].body[16]	53	(a)(15)(V)	UNLINKED (no target)	missing-link	usc:8:1101/a/15/V [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1101/a/15/V. It is not a run-in marker or ordinary prose.
8-1184-r	title8.sections[1184].body[17]	48	(a)(15)(K)(ii)	UNLINKED (no target)	missing-link	usc:8:1101/a/15/K/ii [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1101/a/15/K/ii. It is not a run-in marker or ordinary prose.
8-1184-r-1	title8.sections[1184].body[17/0]	658	(5)(B)(i)	UNLINKED (no target)	missing-link	usc:8:1184/r/5/B/i [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1184/r/5/B/i. It is not a run-in marker or ordinary prose.
8-1184a	title8.sections[1184a]	499	(a)(15)(E)	UNLINKED (no target)	missing-link	usc:8:1101/a/15/E [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1101/a/15/E. It is not a run-in marker or ordinary prose.
8-1184a	title8.sections[1184a]	582	(i)	UNLINKED (no target)	missing-link	usc:8:1101/a/15/E/i [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1101/a/15/E/i. It is not a run-in marker or ordinary prose.
8-1184a	title8.sections[1184a]	589	(ii)	UNLINKED (no target)	missing-link	usc:8:1101/a/15/E/ii [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1101/a/15/E/ii. It is not a run-in marker or ordinary prose.
8-1187-e-1-A	title8.sections[1187].body[4/0/0]	256	(a)(1)(A)	UNLINKED (no target)	missing-link	usc:8:1187/a/1/A [official-source-only]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1187/a/1/A. It is not a run-in marker or ordinary prose.
8-1201a	title8.sections[1201a]	46	(a)(d)	UNLINKED (no target)	missing-link	public-law:99-653/s5/a/d [official-source-only]	The heading expressly names the former and renumbered sections of the cited Public Laws; these parentheticals are historical citation units.
8-1201a	title8.sections[1201a]	99	(b)	UNLINKED (no target)	missing-link	public-law:99-653/s5/b [official-source-only]	The heading repeats the renumbered §5(b) of the cited Public Law; the existing first §5(b) citation establishes the same authority, while Pub. L. 100–525 §8(d)(2) is the renumbering amendment.
8-1225-c-1	title8.sections[1225].body[2/0]	144	(ii)	UNLINKED (no target)	missing-link	usc:8:1182/a/3/A/ii [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1182/a/3/A/ii. It is not a run-in marker or ordinary prose.
8-1225-c-1	title8.sections[1225].body[2/0]	151	(B)	UNLINKED (no target)	missing-link	usc:8:1182/a/3/B [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1182/a/3/B. It is not a run-in marker or ordinary prose.
8-1225-c-1	title8.sections[1225].body[2/0]	159	(C)	UNLINKED (no target)	missing-link	usc:8:1182/a/3/C [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1182/a/3/C. It is not a run-in marker or ordinary prose.
8-1225-c-2-B-i	title8.sections[1225].body[2/1/1/0]	134	(B)	UNLINKED (no target)	missing-link	usc:8:1182/a/3/B [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1182/a/3/B. It is not a run-in marker or ordinary prose.
8-1225-c-2-B-i	title8.sections[1225].body[2/1/1/0]	142	(C)	UNLINKED (no target)	missing-link	usc:8:1182/a/3/C [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1182/a/3/C. It is not a run-in marker or ordinary prose.
8-1227-c	title8.sections[1227].body[2]	105	(1)	UNLINKED (no target)	missing-link	usc:8:1227/a/1 [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1227/a/1. It is not a run-in marker or ordinary prose.
8-1227-d-1-A	title8.sections[1227].body[3/0/0]	64	(T)	UNLINKED (no target)	missing-link	usc:8:1101/a/15/T [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1101/a/15/T. It is not a run-in marker or ordinary prose.
8-1227-d-1-A	title8.sections[1227].body[3/0/0]	71	(U)	UNLINKED (no target)	missing-link	usc:8:1101/a/15/U [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1101/a/15/U. It is not a run-in marker or ordinary prose.
8-1229-a-1-E	title8.sections[1229].body[0/0/4]	127	(b)(1)	UNLINKED (no target)	missing-link	usc:8:1229/b/1 [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1229/b/1. It is not a run-in marker or ordinary prose.
8-1229b-b-4-B	title8.sections[1229b].body[1/3/1]	883	(i)	UNLINKED (no target)	missing-link	usc:8:1229b/b/4/A/i [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1229b/b/4/A/i. It is not a run-in marker or ordinary prose.
8-1229b-b-4-B	title8.sections[1229b].body[1/3/1]	890	(ii)	UNLINKED (no target)	missing-link	usc:8:1229b/b/4/A/ii [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1229b/b/4/A/ii. It is not a run-in marker or ordinary prose.
8-1231-c-3-A-ii-II	title8.sections[1231].body[2/2/0/1/1]	11	(d)(2)(B)(ii)	UNLINKED (no target)	missing-link	usc:8:1231/d/2/B/ii [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1231/d/2/B/ii. It is not a run-in marker or ordinary prose.
8-1231-c-3-A-ii-II	title8.sections[1231].body[2/2/0/1/1]	28	(iii)	UNLINKED (no target)	missing-link	usc:8:1231/d/2/B/iii [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1231/d/2/B/iii. It is not a run-in marker or ordinary prose.
8-1252-a-2-A	title8.sections[1252].body[0/1/0]	31	(b)(1)	UNLINKED (no target)	missing-link	usc:8:1225/b/1 [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1225/b/1. It is not a run-in marker or ordinary prose.
8-1252-e	title8.sections[1252].body[4]	44	(b)(1)	UNLINKED (no target)	missing-link	usc:8:1225/b/1 [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1225/b/1. It is not a run-in marker or ordinary prose.
8-1254a-c-2-A-iii-I	title8.sections[1254a].body[2/1/0/2/0]	11	(2)(A)	UNLINKED (no target)	missing-link	usc:8:1182/a/2/A [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1182/a/2/A. It is not a run-in marker or ordinary prose.
8-1254a-c-2-A-iii-II	title8.sections[1254a].body[2/1/0/2/1]	10	(2)(C)	UNLINKED (no target)	missing-link	usc:8:1182/a/2/C [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1182/a/2/C. It is not a run-in marker or ordinary prose.
8-1254a-c-2-A-iii-III	title8.sections[1254a].body[2/1/0/2/2]	11	(3)(A)	UNLINKED (no target)	missing-link	usc:8:1182/a/3/A [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1182/a/3/A. It is not a run-in marker or ordinary prose.
8-1254a-c-2-A-iii-III	title8.sections[1254a].body[2/1/0/2/2]	19	(3)(B)	UNLINKED (no target)	missing-link	usc:8:1182/a/3/B [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1182/a/3/B. It is not a run-in marker or ordinary prose.
8-1254a-c-2-A-iii-III	title8.sections[1254a].body[2/1/0/2/2]	27	(3)(C)	UNLINKED (no target)	missing-link	usc:8:1182/a/3/C [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1182/a/3/C. It is not a run-in marker or ordinary prose.
8-1254a-c-2-A-iii-III	title8.sections[1254a].body[2/1/0/2/2]	39	(3)(E)	UNLINKED (no target)	missing-link	usc:8:1182/a/3/E [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1182/a/3/E. It is not a run-in marker or ordinary prose.
8-1255-h-2-B	title8.sections[1255].body[7/1/1]	104	(2)(A)	UNLINKED (no target)	missing-link	usc:8:1182/a/2/A [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1182/a/2/A. It is not a run-in marker or ordinary prose.
8-1255-h-2-B	title8.sections[1255].body[7/1/1]	112	(2)(B)	UNLINKED (no target)	missing-link	usc:8:1182/a/2/B [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1182/a/2/B. It is not a run-in marker or ordinary prose.
8-1255-h-2-B	title8.sections[1255].body[7/1/1]	120	(2)(C)	UNLINKED (no target)	missing-link	usc:8:1182/a/2/C [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1182/a/2/C. It is not a run-in marker or ordinary prose.
8-1255-h-2-B	title8.sections[1255].body[7/1/1]	252	(3)(A)	UNLINKED (no target)	missing-link	usc:8:1182/a/3/A [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1182/a/3/A. It is not a run-in marker or ordinary prose.
8-1255-h-2-B	title8.sections[1255].body[7/1/1]	260	(3)(B)	UNLINKED (no target)	missing-link	usc:8:1182/a/3/B [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1182/a/3/B. It is not a run-in marker or ordinary prose.
8-1255-h-2-B	title8.sections[1255].body[7/1/1]	268	(3)(C)	UNLINKED (no target)	missing-link	usc:8:1182/a/3/C [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1182/a/3/C. It is not a run-in marker or ordinary prose.
8-1255-h-2-B	title8.sections[1255].body[7/1/1]	280	(3)(E)	UNLINKED (no target)	missing-link	usc:8:1182/a/3/E [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1182/a/3/E. It is not a run-in marker or ordinary prose.
8-1255-j-1-B	title8.sections[1255].body[9/0/1]	178	(III)	UNLINKED (no target)	missing-link	usc:8:1101/a/15/S/i/III [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1101/a/15/S/i/III. It is not a run-in marker or ordinary prose.
8-1255-l-2-B	title8.sections[1255].body[11/1/1]	58	(3)	UNLINKED (no target)	missing-link	usc:8:1182/a/3 [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1182/a/3. It is not a run-in marker or ordinary prose.
8-1255-l-2-B	title8.sections[1255].body[11/1/1]	63	(10)(C)	UNLINKED (no target)	missing-link	usc:8:1182/a/10/C [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1182/a/10/C. It is not a run-in marker or ordinary prose.
8-1255-l-2-B	title8.sections[1255].body[11/1/1]	79	(E)	UNLINKED (no target)	missing-link	usc:8:1182/a/10/E [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1182/a/10/E. It is not a run-in marker or ordinary prose.
8-1255a-b-2-B	title8.sections[1255a].body[1/1/1]	150	(d)(2)	UNLINKED (no target)	missing-link	usc:8:1255a/d/2 [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1255a/d/2. It is not a run-in marker or ordinary prose.
8-1255a-d-2-B	title8.sections[1255a].body[3/1/1]	10	(IV)	UNLINKED (no target)	missing-link	usc:8:1255a/d/2/B/ii/IV [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1255a/d/2/B/ii/IV. It is not a run-in marker or ordinary prose.
8-1255a-d-2-B-ii-I	title8.sections[1255a].body[3/1/1/1/0]	22	(2)(B)	UNLINKED (no target)	missing-link	usc:8:1182/a/2/B [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1182/a/2/B. It is not a run-in marker or ordinary prose.
8-1255a-d-2-B-ii-III	title8.sections[1255a].body[3/1/1/1/2]	10	(3)	UNLINKED (no target)	missing-link	usc:8:1182/a/3 [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1182/a/3. It is not a run-in marker or ordinary prose.
8-1255a-d-2-B-ii-IV	title8.sections[1255a].body[3/1/1/1/3]	10	(4)	UNLINKED (no target)	missing-link	usc:8:1182/a/4 [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1182/a/4. It is not a run-in marker or ordinary prose.
8-1255a-h-3-B-i	title8.sections[1255a].body[7/2/1/0]	195	(C)	UNLINKED (no target)	missing-link	usc:42:1396a/a/10/C [official-source-only]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:42:1396a/a/10/C. It is not a run-in marker or ordinary prose.
8-1255a-h-3-B-i-I	title8.sections[1255a].body[7/2/1/0/0]	112	(a)(2)(D)	UNLINKED (no target)	missing-link	usc:42:1396o/a/2/D [official-source-only]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:42:1396o/a/2/D. It is not a run-in marker or ordinary prose.
8-1255b-a	title8.sections[1255b].body[0]	218	(ii)	UNLINKED (no target)	missing-link	usc:8:1101/a/15/A/ii [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1101/a/15/A/ii. It is not a run-in marker or ordinary prose.
8-1255b-a	title8.sections[1255b].body[0]	224	(G)(i)	UNLINKED (no target)	missing-link	usc:8:1101/a/15/G/i [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1101/a/15/G/i. It is not a run-in marker or ordinary prose.
8-1255b-a	title8.sections[1255b].body[0]	232	(ii)	UNLINKED (no target)	missing-link	usc:8:1101/a/15/G/ii [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1101/a/15/G/ii. It is not a run-in marker or ordinary prose.
8-1324-a-1-B-i	title8.sections[1324].body[0/0/1/0]	43	(A)(i)	UNLINKED (no target)	missing-link	usc:8:1324/a/1/A/i [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1324/a/1/A/i. It is not a run-in marker or ordinary prose.
8-1324-a-1-B-i	title8.sections[1324].body[0/0/1/0]	53	(v)(I)	UNLINKED (no target)	missing-link	usc:8:1324/a/1/A/v/I [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1324/a/1/A/v/I. It is not a run-in marker or ordinary prose.
8-1324-a-1-B-i	title8.sections[1324].body[0/0/1/0]	106	(A)(ii)	UNLINKED (no target)	missing-link	usc:8:1324/a/1/A/ii [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1324/a/1/A/ii. It is not a run-in marker or ordinary prose.
8-1324-a-1-B-i	title8.sections[1324].body[0/0/1/0]	115	(iii)	UNLINKED (no target)	missing-link	usc:8:1324/a/1/A/iii [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1324/a/1/A/iii. It is not a run-in marker or ordinary prose.
8-1324-a-1-B-i	title8.sections[1324].body[0/0/1/0]	125	(iv)	UNLINKED (no target)	missing-link	usc:8:1324/a/1/A/iv [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1324/a/1/A/iv. It is not a run-in marker or ordinary prose.
8-1324-a-1-B-ii	title8.sections[1324].body[0/0/1/1]	43	(A)(ii)	UNLINKED (no target)	missing-link	usc:8:1324/a/1/A/ii [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1324/a/1/A/ii. It is not a run-in marker or ordinary prose.
8-1324-a-1-B-ii	title8.sections[1324].body[0/0/1/1]	52	(iii)	UNLINKED (no target)	missing-link	usc:8:1324/a/1/A/iii [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1324/a/1/A/iii. It is not a run-in marker or ordinary prose.
8-1324-a-1-B-ii	title8.sections[1324].body[0/0/1/1]	59	(iv)	UNLINKED (no target)	missing-link	usc:8:1324/a/1/A/iv [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1324/a/1/A/iv. It is not a run-in marker or ordinary prose.
8-1324-a-1-B-ii	title8.sections[1324].body[0/0/1/1]	68	(v)(II)	UNLINKED (no target)	missing-link	usc:8:1324/a/1/A/v/II [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1324/a/1/A/v/II. It is not a run-in marker or ordinary prose.
8-1324-a-1-B-iii	title8.sections[1324].body[0/0/1/2]	43	(A)(i)	UNLINKED (no target)	missing-link	usc:8:1324/a/1/A/i [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1324/a/1/A/i. It is not a run-in marker or ordinary prose.
8-1324-a-1-B-iii	title8.sections[1324].body[0/0/1/2]	51	(ii)	UNLINKED (no target)	missing-link	usc:8:1324/a/1/A/ii [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1324/a/1/A/ii. It is not a run-in marker or ordinary prose.
8-1324-a-1-B-iii	title8.sections[1324].body[0/0/1/2]	57	(iii)	UNLINKED (no target)	missing-link	usc:8:1324/a/1/A/iii [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1324/a/1/A/iii. It is not a run-in marker or ordinary prose.
8-1324-a-1-B-iii	title8.sections[1324].body[0/0/1/2]	64	(iv)	UNLINKED (no target)	missing-link	usc:8:1324/a/1/A/iv [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1324/a/1/A/iv. It is not a run-in marker or ordinary prose.
8-1324-a-1-B-iii	title8.sections[1324].body[0/0/1/2]	73	(v)	UNLINKED (no target)	missing-link	usc:8:1324/a/1/A/v [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1324/a/1/A/v. It is not a run-in marker or ordinary prose.
8-1324-a-1-B-iv	title8.sections[1324].body[0/0/1/3]	43	(A)(i)	UNLINKED (no target)	missing-link	usc:8:1324/a/1/A/i [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1324/a/1/A/i. It is not a run-in marker or ordinary prose.
8-1324-a-1-B-iv	title8.sections[1324].body[0/0/1/3]	51	(ii)	UNLINKED (no target)	missing-link	usc:8:1324/a/1/A/ii [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1324/a/1/A/ii. It is not a run-in marker or ordinary prose.
8-1324-a-1-B-iv	title8.sections[1324].body[0/0/1/3]	57	(iii)	UNLINKED (no target)	missing-link	usc:8:1324/a/1/A/iii [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1324/a/1/A/iii. It is not a run-in marker or ordinary prose.
8-1324-a-1-B-iv	title8.sections[1324].body[0/0/1/3]	64	(iv)	UNLINKED (no target)	missing-link	usc:8:1324/a/1/A/iv [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1324/a/1/A/iv. It is not a run-in marker or ordinary prose.
8-1324-a-1-B-iv	title8.sections[1324].body[0/0/1/3]	73	(v)	UNLINKED (no target)	missing-link	usc:8:1324/a/1/A/v [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1324/a/1/A/v. It is not a run-in marker or ordinary prose.
8-1324a-a-1-B-i	title8.sections[1324a].body[0/0/1/0]	112	(b)	UNLINKED (no target)	missing-link	usc:8:1324a/b [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1324a/b. It is not a run-in marker or ordinary prose.
8-1324a-a-1-B-i	title8.sections[1324a].body[0/0/1/0]	119	(ii)	UNLINKED (no target)	missing-link	usc:8:1324a/a/1/B/ii [official-source-only]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1324a/a/1/B/ii. It is not a run-in marker or ordinary prose.
8-1327	title8.sections[1327]	82	(a)(2)	UNLINKED (no target)	missing-link	usc:8:1182/a/2 [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1182/a/2. It is not a run-in marker or ordinary prose.
8-1327	title8.sections[1327]	193	(a)(3)	UNLINKED (no target)	missing-link	usc:8:1182/a/3 [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1182/a/3. It is not a run-in marker or ordinary prose.
8-1327	title8.sections[1327]	225	(E)	UNLINKED (no target)	missing-link	usc:8:1182/a/3/E [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1182/a/3/E. It is not a run-in marker or ordinary prose.
8-1354-b-2	title8.sections[1354].body[1/1]	57	(ii)	UNLINKED (no target)	missing-link	usc:8:1101/a/13/C/ii [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1101/a/13/C/ii. It is not a run-in marker or ordinary prose.
8-1367-a-2	title8.sections[1367].body[0/1]	403	(U)	UNLINKED (no target)	missing-link	usc:8:1101/a/15/U [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1101/a/15/U. It is not a run-in marker or ordinary prose.
8-1367-a-2	title8.sections[1367].body[0/1]	408	(51)	UNLINKED (no target)	missing-link	usc:8:1101/a/51 [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1101/a/51. It is not a run-in marker or ordinary prose.
8-1426-a	title8.sections[1426].body[0]	45	(b)	UNLINKED (no target)	missing-link	act:1952-06-27/ch477/title-IV/s405/b [official-source-only]	The sentence expressly cites §405(b) of the June 27, 1952 Act; the parenthetical is a historical Act citation, not an ordinary subsection label.
8-1429	title8.sections[1429]	728	(b)	UNLINKED (no target)	missing-link	act:1952-06-27/ch477/title-IV/s405/b [official-source-only]	The sentence expressly cites §405(b) of the June 27, 1952 Act; the parenthetical is a historical Act citation, not an ordinary subsection label.
8-1440–1-b-3	title8.sections[1440–1].body[1/2]	37	(1)	UNLINKED (no target)	missing-link	usc:8:1440/a/1 [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1440/a/1. It is not a run-in marker or ordinary prose.
8-1440–1-b-3	title8.sections[1440–1].body[1/2]	44	(2)	UNLINKED (no target)	missing-link	usc:8:1440/a/2 [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1440/a/2. It is not a run-in marker or ordinary prose.
8-1441	title8.sections[1441]	448	(i)	UNLINKED (no target)	missing-link	usc:8:1441/B/i [official-source-only]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1441/B/i. It is not a run-in marker or ordinary prose.
8-1441	title8.sections[1441]	512	(ii)	UNLINKED (no target)	missing-link	usc:8:1441/B/ii [official-source-only]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1441/B/ii. It is not a run-in marker or ordinary prose.
8-1443a	title8.sections[1443a]	476	(d)	UNLINKED (no target)	missing-link	usc:8:1433/d [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1433/d. It is not a run-in marker or ordinary prose.
8-1448-a	title8.sections[1448].body[0]	1029	(1)	UNLINKED (no target)	missing-link	usc:8:1448/a/1 [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1448/a/1. It is not a run-in marker or ordinary prose.
8-1448-a	title8.sections[1448].body[0]	1036	(5)	UNLINKED (no target)	missing-link	usc:8:1448/a/5 [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1448/a/5. It is not a run-in marker or ordinary prose.
8-1448-a	title8.sections[1448].body[0]	1371	(1)	UNLINKED (no target)	missing-link	usc:8:1448/a/1 [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1448/a/1. It is not a run-in marker or ordinary prose.
8-1448-a	title8.sections[1448].body[0]	1378	(4)	UNLINKED (no target)	missing-link	usc:8:1448/a/4 [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1448/a/4. It is not a run-in marker or ordinary prose.
8-1448-a	title8.sections[1448].body[0]	1733	(1)	UNLINKED (no target)	missing-link	usc:8:1448/a/1 [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1448/a/1. It is not a run-in marker or ordinary prose.
8-1448-a	title8.sections[1448].body[0]	1740	(4)	UNLINKED (no target)	missing-link	usc:8:1448/a/4 [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1448/a/4. It is not a run-in marker or ordinary prose.
8-1448-a	title8.sections[1448].body[0]	1755	(5)(C)	UNLINKED (no target)	missing-link	usc:8:1448/a/5/C [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1448/a/5/C. It is not a run-in marker or ordinary prose.
8-1522-a-1-A	title8.sections[1522].body[0/0/0]	597	(e)(2)	UNLINKED (no target)	missing-link	usc:8:1522/e/2 [local]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1522/e/2. It is not a run-in marker or ordinary prose.
8-1534-e-1-A	title8.sections[1534].body[4/0/0]	330	(e)	UNLINKED (no target)	missing-link	usc:50:1806/e [official-source-only]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:50:1806/e. It is not a run-in marker or ordinary prose.
8-1534-e-1-A	title8.sections[1534].body[4/0/0]	335	(f)	UNLINKED (no target)	missing-link	usc:50:1806/f [official-source-only]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:50:1806/f. It is not a run-in marker or ordinary prose.
8-1534-e-1-A	title8.sections[1534].body[4/0/0]	340	(g)	UNLINKED (no target)	missing-link	usc:50:1806/g [official-source-only]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:50:1806/g. It is not a run-in marker or ordinary prose.
8-1534-e-1-A	title8.sections[1534].body[4/0/0]	345	(h)	UNLINKED (no target)	missing-link	usc:50:1806/h [official-source-only]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:50:1806/h. It is not a run-in marker or ordinary prose.
8-1536-b-1	title8.sections[1536].body[1/0]	330	(b)	UNLINKED (no target)	missing-link	usc:18:3142/b [official-source-only]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:18:3142/b. It is not a run-in marker or ordinary prose.
8-1612-a-2-A-iii	title8.sections[1612].body[0/1/0/2]	269	(a)	UNLINKED (no target)	missing-link	public-law:104-208/division-C/s305/a [official-source-only]	Unlinked parenthetical citation unit; adjacent statutory wording identifies public-law:104-208/division-C/s305/a. It is not a run-in marker or ordinary prose.
8-1612-b-2-A-i-III	title8.sections[1612].body[1/1/0/0/2]	269	(a)	UNLINKED (no target)	missing-link	public-law:104-208/division-C/s305/a [official-source-only]	Unlinked parenthetical citation unit; adjacent statutory wording identifies public-law:104-208/division-C/s305/a. It is not a run-in marker or ordinary prose.
8-1612-b-2-A-i-V	title8.sections[1612].body[1/1/0/0/4]	92	(a)(2)(A)(i)(V)	UNLINKED (no target)	missing-link	usc:8:1612/a/2/A/i/V [official-source-only]	Unlinked parenthetical citation unit; adjacent statutory wording identifies usc:8:1612/a/2/A/i/V. It is not a run-in marker or ordinary prose.
